Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
,18-24,,Health,Urban,Medium,26,,4/17/2028
employed,18 to 24,Bachelors,Tech ,,Low,28,,4/18/2028
UNEMPLOYED,25_34,Ph.D,Health,urban,High,24,26900,4/19/2028
employed,18 to 24,PhD,Retail,Delhi,,1,59700,4/20/2028
Unemployed,35 - 44,PhD,Technology,Delhi,,9,24900,4/21/2028
,25_34,,Retail,urban,HIGH,16,50200,4/22/2028
UNEMPLOYED,,PhD,Tech ,Urban,low,,28100,4/23/2028
employed,18 to 24,Masters,Tech ,Bangalore,moderate,,35900,4/24/2028
unemployed,25_34,Diploma, Fintech,Urban,moderate,29,45100,4/25/2028
employed,55+,High School,Health,,HIGH,,,4/26/2028
,18-24,Masters,Retail,Mumbai,low,0,63700,4/27/2028
employed,55+,Masters,Finance,Bangalore,moderate,3,127700,4/28/2028
UNEMPLOYED,,Masters,Education,Urban,,,55100,4/29/2028
Unemployed,25-34,Bachelor's,,urban,,,120000,4/30/2028
,25_34,Ph.D,Health,rural,High,15,,5/1/2028
Unemployed,18-24,Ph.D, Fintech,urban,HIGH,20,34900,5/2/2028
,,Masters,Retail,Delhi,,,17300,5/3/2028
UNEMPLOYED,18 to 24,PhD,Health,Delhi,,,90700,5/4/2028
employed,25_34,,Finance,Mumbai,High,,131900,5/5/2028
UNEMPLOYED,55+,Bachelor's,Retail,urban,Low,5,74400,5/6/2028
EMPLOYED,25_34,Ph.D,Education,urban,moderate,23,105600,5/7/2028
Employed,25-34,Master,Retail,Urban,,,129100,5/8/2028
Employed,55+,high school,Health,,Medium,,110400,5/9/2028
Employed,55+,Ph.D,Finance,suburban,low,22,82800,5/10/2028
Employed,35 - 44,high school,Technology,suburban,moderate,1,26000,5/11/2028
unemployed,18 to 24,High School,Health,Bangalore,High,27,145000,5/12/2028
Unemployed,35 - 44,high school,Healthcare,rural,moderate,20,,5/13/2028
Unemployed,,Bachelors,Healthcare,rural,Low,,47400,5/14/2028
unemployed,45-54,PhD,Retail,Delhi,low,21,43600,5/15/2028
,,,Technology,Delhi,Low,,127400,5/16/2028
employed,45-54,Bachelors,,Hyderabad,,,13400,5/17/2028
Unemployed,18 to 24,Ph.D,Finance,,Medium,14,94300,5/18/2028
unemployed,55+,Bachelor's,Education,Mumbai,moderate,28,97000,5/19/2028
Unemployed,25-34,High School,,Mumbai,HIGH,13,62100,5/20/2028
EMPLOYED,18-24,Bachelor's,Finance,,High,24,130100,5/21/2028
UNEMPLOYED,18 to 24,Masters,Technology,Urban,low,17,92500,5/22/2028
UNEMPLOYED,18 to 24,Ph.D,Education,Delhi,Medium,,140700,5/23/2028
EMPLOYED,25-34,Master,Health,Bangalore,HIGH,,52700,5/24/2028
employed,45-54,PhD,Finance,Delhi,High,10,74700,5/25/2028
Employed,,Master,Education,Bangalore,moderate,,142800,5/26/2028
employed,35 - 44,Diploma,Retail,,,13,118100,5/27/2028
unemployed,25-34,Master,,suburban,HIGH,26,121500,5/28/2028
Unemployed,18 to 24,Bachelor's,Tech ,suburban,High,28,27700,5/29/2028
Employed,18-24,High School,Health,Bangalore,moderate,,126600,5/30/2028
Employed,35 - 44,Master,Retail,rural,moderate,7,25500,5/31/2028
Employed,45-54,Ph.D,Retail,suburban,High,18,143000,6/1/2028
employed,18 to 24,PhD,Finance,Bangalore,moderate,16,106600,6/2/2028
,18-24,Bachelors,Health,,HIGH,14,84900,6/3/2028
,,high school,Healthcare,Mumbai,Low,21,,6/4/2028
Unemployed,,High School,Finance,Hyderabad,HIGH,27,51100,6/5/2028
,18-24,Bachelor's,Retail,Bangalore,High,11,86200,6/6/2028
EMPLOYED,,PhD,Healthcare,Urban,moderate,,133400,6/7/2028
,,Bachelor's,Retail,urban,Low,,132700,6/8/2028
EMPLOYED,,,,Urban,Low,,26600,6/9/2028
EMPLOYED,25-34,Bachelor's,Finance,suburban,,,100100,6/10/2028
EMPLOYED,25-34,Ph.D,Healthcare,Mumbai,Medium,26,49200,6/11/2028
,55+,Diploma,Retail,Hyderabad,moderate,,146000,6/12/2028
Unemployed,18 to 24,PhD,Healthcare,rural,moderate,19,146200,6/13/2028
Employed,,Masters, Fintech,Bangalore,Low,,51200,6/14/2028
EMPLOYED,18-24,Ph.D,Retail,,Low,,15400,6/15/2028
,25_34,Bachelors,Retail,Delhi,low,12,14900,6/16/2028
Unemployed,55+,Bachelors,Education,urban,Low,,9000,6/17/2028
employed,25-34,Ph.D,Finance,Hyderabad,Low,,113000,6/18/2028
EMPLOYED,25-34,PhD,Tech ,,,22,102200,6/19/2028
,35 - 44,Masters,Education,,low,,31600,6/20/2028
EMPLOYED,25_34,high school,Retail,Mumbai,HIGH,22,92500,6/21/2028
UNEMPLOYED,25_34,High School,,,moderate,,43300,6/22/2028
